WSB2, 6477, 4.075508,0.060912,0.716107
SLC39A10, 6679, 4.013601,0.060912,0.324764
HTR1E, 1312, 4.000550,0.060912,0.795318
SLC20A2, 2611, 3.974966,0.060912,0.361556
TPK1, 5255, 3.935708,0.060912,0.133391
GREM1, 5235, 3.878667,0.060912,0.307986
CAMK1G, 6674, 3.872032,0.060912,0.520237
CBLN2, 8927, 3.846010,0.060912,0.854740
MOB3B, 7415, 3.817678,0.060912,0.758238
OPRM1, 1905, 3.761176,0.060912,0.977577
PCDH10, 6793, 3.745451,0.060912,0.731202
BAIAP2L2, 7509, 3.721392,0.060912,0.182937
SERPINI1, 2033, 3.716098,0.060912,0.681459
PLEKHG5, 6724, 3.712021,0.060912,0.763508
KCNJ12, 1465, 3.689768,0.060912,0.999670
RPH3AL, 3666, 3.688563,0.060912,0.321377
PLEKHA1, 6928, 3.686701,0.060912,0.854683
RGS4, 2388, 3.679207,0.060912,0.614593
AAGAB, 7375, 3.676002,0.060912,0.830484
RXFP1, 6934, 3.611433,0.063530,0.659164
ZNF780A, 9519, 3.590226,0.063530,0.710408
LRRC2, 7293, 3.586643,0.063530,0.316344
HDAC9, 3791, 3.542723,0.070908,0.959791
CD6, 402, 3.486522,0.075697,0.545792
CREB3L3, 7979, 3.481603,0.075697,0.266051
SLC22A18, 1908, 3.454437,0.075697,0.408350
FITM2, 8704, 3.454313,0.075697,0.604541
OLFM3, 8552, 3.450982,0.075697,0.331140
TM6SF1, 5858, 3.447979,0.075697,0.982049
PLAG1, 2055, 3.439074,0.075697,0.108353
NEDD9, 1800, 3.433658,0.075697,0.935601
STXBP5, 8797, 3.424483,0.075697,0.973784
ZDHHC21, 9643, 3.413245,0.075697,0.778278
AQP9, 160, 3.406780,0.075697,0.838342
ADPRHL1, 8410, 3.404137,0.075697,0.414083
CCNYL1, 8996, 3.400233,0.075697,0.111748
SYNM, 4836, 3.399035,0.075697,0.622594
ASB2, 5819, 3.393531,0.075697,0.369887
LGALS1, 1534, 3.391934,0.075697,0.700612
PTPN11, 2271, 3.385779,0.076525,0.602039
ADTRP, 8007, 3.377245,0.077362,0.687307
TSPAN33, 9639, 3.374081,0.077362,0.308071
GTDC1, 7371, 3.374064,0.077362,0.607445
SLITRK5, 5150, 3.342039,0.081734,0.940657
CYP2E1, 649, 3.339400,0.081734,0.911279
GPX3, 1125, 3.324659,0.083741,0.272778
ADCY2, 49, 3.291238,0.090878,0.139203
BEND5, 7344, 3.288019,0.090878,0.640435
SPRN, 9914, 3.264498,0.090878,0.090878
CCDC3, 7732, 3.256817,0.090878,0.281358
CNTNAP2, 5148, 3.256340,0.090878,0.852511
MUCL1, 8554, 3.251913,0.090878,0.146099
IGSF21, 8069, 3.249774,0.090878,0.359350
SYT4, 2738, 3.241676,0.090878,0.640743
SERINC3, 4394, 3.240653,0.090878,0.119237
GULP1, 5750, 3.238697,0.090878,0.957698
ZBBX, 7382, 3.218863,0.093406,0.764446
OPN3, 4960, 3.212744,0.093406,0.525430
PTPRK, 2283, 3.212468,0.093406,0.539473
NECAB1, 7030, 3.207365,0.093406,0.296962
RTP1, 8763, 3.207316,0.093406,0.200370
ASGR2, 192, 3.204921,0.093406,0.910155
IPCEF1, 5141, 3.200764,0.093406,0.578998
UMODL1-AS1, 8972, 3.200561,0.093406,0.240439
RALBP1, 4380, 3.185071,0.093406,0.803193
PKP3, 4502, 3.180676,0.093542,0.350151
CMAHP, 3195, 3.176802,0.093542,0.178795
SPON2, 4135, 3.176387,0.093542,0.442750
NDST3, 3591, 3.176111,0.093542,0.979523
STBD1, 3442, 3.162355,0.094531,0.894651
TMTC3, 9094, 3.160324,0.094622,0.953804
CACNB2, 343, 3.153691,0.095161,0.222718
PPEF1, 2119, 3.152992,0.095161,0.943064
ABTB1, 7576, 3.150731,0.095161,0.544242
DACH1, 656, 3.146733,0.095161,0.576461
CNN1, 538, 3.131312,0.096370,0.912839
HERC6, 6107, 3.129058,0.096370,0.975961
CD38, 414, 3.128597,0.096370,0.928378
MCHR2, 7944, 3.128129,0.096370,0.478433
PLOD3, 3440, 3.123807,0.096370,0.273662
KCNA3, 1443, 3.121903,0.096370,0.215271
KIF17, 6794, 3.117848,0.096370,0.536013
LNPK, 7623, 3.116722,0.096370,0.368297
ZNF350, 6932, 3.116431,0.096370,0.726187
ENPP6, 8775, 3.114373,0.096370,0.802653
PRUNE2, 9080, 3.114060,0.096370,0.757355
DUSP2, 754, 3.109731,0.097064,0.316344
KIAA1549L, 5020, 3.108881,0.097064,0.971141
CYP51A1, 654, 3.104090,0.098144,0.114771
ABHD12B, 8892, 3.097515,0.099248,0.959791
KCNJ8, 1461, 3.089739,0.099760,0.272716
LDLR, 1531, 3.088792,0.099760,0.382261
PTRH2, 5807, 3.085666,0.100318,0.916080
ASB6, 8834, 3.084195,0.100321,0.984464
RAB3C, 8493, 3.081298,0.100808,0.929314
YBX2, 5589, 3.075066,0.101248,0.903592
MPPED1, 328, 3.075038,0.101248,0.270543
VPS18, 6816, 3.063330,0.101611,0.925971
CTXN3, 9927, 3.056598,0.103137,0.838342
VWCE, 9312, 3.049390,0.104512,0.746681
COL5A2, 550, 3.043839,0.104652,0.733284
NUAK1, 3872, 3.038301,0.104652,0.708696
SPSB1, 7524, 3.038190,0.104652,0.774183
FAT1, 906, 3.037635,0.104652,0.272412
NAT6, 5014, 3.036803,0.104652,0.990902
CLCN6, 519, 3.035917,0.104652,0.997727
HRH1, 1282, 3.029558,0.105449,0.548087
FZD3, 3112, 3.026129,0.105692,0.359350
TESPA1, 3843, 3.021154,0.106094,0.294656
TRMT10C, 6067, 3.007215,0.106094,0.425987
SLC35F1, 9372, 3.006876,0.106094,0.872206
BCKDK, 4081, 3.005852,0.106094,0.213382
ICK, 4598, 3.005451,0.106094,0.625206
PDK3, 1985, 3.004578,0.106094,0.816854
FEM1C, 6594, 2.997025,0.106094,0.854542
GHDC, 7933, 2.995984,0.106094,0.316344
KIAA1549, 6841, 2.992445,0.106094,0.192073
CPNE8, 8882, 2.989558,0.106094,0.599308
NCSTN, 4860, 2.987952,0.106094,0.903686
EML1, 822, 2.987554,0.106094,0.521084
GCA, 5033, 2.986523,0.106094,0.207582
SLC35F3, 8954, 2.985798,0.106094,0.494978
LRP2, 1564, 2.983947,0.106094,0.647047
STEAP2, 9459, 2.983813,0.106094,0.766202
SYNPO2, 9184, 2.982057,0.106094,0.616450
E2F3, 764, 2.979232,0.106094,0.622594
RETREG1, 5921, 2.977228,0.106094,0.689103
ELL2, 4644, 2.974453,0.106094,0.413391
ELP3, 6173, 2.973909,0.106094,0.769591
GAL, 5586, 2.973864,0.106094,0.431073
CDT1, 7671, 2.973840,0.106094,0.559639
ENPP4, 4609, 2.971719,0.106094,0.875395
SEC24D, 3863, 2.971424,0.106094,0.565245
FGFR2, 931, 2.970847,0.106094,0.444127
TRIM3, 4244, 2.969452,0.106094,0.944361
PCDHB6, 6515, 2.968700,0.106094,0.344913
PCDHB17P, 5979, 2.968314,0.106094,0.391167
OXR1, 6138, 2.963437,0.107411,0.987726
PIK3R1, 2044, 2.954439,0.107591,0.413615
NR3C1, 1147, 2.953980,0.107591,0.374414
PCDHB4, 6516, 2.945530,0.107890,0.752515
RAPH1, 7161, 2.943464,0.108119,0.855879
TCERG1L, 9437, 2.942099,0.108191,0.425585
PIEZO2, 6978, 2.929820,0.108353,0.205090
ARHGEF7, 3396, 2.929441,0.108353,0.382261
RAPGEF5, 3811, 2.928627,0.108353,0.814403
MCTP2, 6428, 2.928552,0.108353,0.289238
MRM3, 6192, 2.928156,0.108353,0.837276
HS6ST1, 3614, 2.927567,0.108353,0.732936
ACTC1, 30, 2.926622,0.108353,0.200498
GPR20, 1109, 2.921294,0.108353,0.172156
PLPP7, 8004, 2.920887,0.108353,0.889689
KCNC2, 1448, 2.915560,0.109205,0.217115
SYT9, 8869, 2.914548,0.109225,0.539206
NDEL1, 7650, 2.912746,0.109522,0.275008
WNT7A, 3001, 2.908639,0.110299,0.243215
ACTN2, 36, 2.902663,0.111748,0.859268
MTMR2, 3410, 2.901425,0.111854,0.117560
SOWAHB, 9670, 2.898520,0.112015,0.888962
DYRK2, 3205, 2.898162,0.112015,0.075697
HSPB3, 3443, 2.895859,0.112432,0.968009
PPP1R12A, 1761, 2.893282,0.112432,0.438555
TMEM155, 8768, 2.884808,0.113745,0.299204
CLCN5, 518, 2.884203,0.113745,0.955174
LRRC58, 8498, 2.883119,0.113745,0.633073
FAM102B, 9533, 2.881187,0.113745,0.942786
CCDC110, 9431, 2.879609,0.113745,0.742380
RS1, 2484, 2.877545,0.113919,0.453419
TMX3, 5936, 2.874993,0.113919,0.506558
TNNT2, 2868, 2.874939,0.113919,0.105449
FAM162B, 9341, 2.870376,0.114771,0.719635
ASXL3, 7610, 2.869143,0.114771,0.583450
LAMP1, 1520, 2.864491,0.115693,0.165535
CBLN1, 384, 2.860896,0.116690,0.948535
KITLG, 1665, 2.857872,0.117484,0.949877
NUDT4, 4488, 2.849505,0.118000,0.151908
DENND2D, 7476, 2.848277,0.118000,0.952528
MARF1, 3755, 2.848265,0.118000,0.811870
RAB14, 5776, 2.847196,0.118000,0.413651
NKX2-2, 1837, 2.846900,0.118000,0.594886
STXBP5L, 3673, 2.843913,0.118210,0.471917
HTR5A, 1317, 2.835728,0.118376,0.463405
TNFRSF14, 3347, 2.835458,0.118376,0.744779
PPM1A, 2126, 2.835084,0.118376,0.889997
HACL1, 5158, 2.827355,0.119237,0.406571
TRAPPC9, 7744, 2.826907,0.119237,0.696124
DUSP27, 8283, 2.822803,0.119237,0.585620
PDE4D, 1970, 2.819074,0.119237,0.725363
KCNV1, 5256, 2.818741,0.119237,0.297544
TMEM64, 9165, 2.818470,0.119237,0.550801
GLRA3, 3118, 2.815614,0.119237,0.161742
VIT, 2009, 2.814866,0.119237,0.093406
GALNT9, 5526, 2.813025,0.119237,0.650997
NGB, 6886, 2.807121,0.119237,0.232847
NTN4, 6922, 2.804452,0.119237,0.432301
KBTBD11, 3888, 2.802719,0.119237,0.825187
ADCYAP1, 55, 2.801306,0.119237,0.381664
SERPINB9P1, 9356, 2.798256,0.119394,0.967000
FZD5, 3093, 2.798106,0.119394,0.396924
WISP2, 3382, 2.796162,0.119545,0.944623
ARSJ, 7336, 2.782237,0.122747,0.848755
SLC29A1, 834, 2.778458,0.122792,0.576461
CDYL2, 8627, 2.771817,0.123594,0.746791
SNORC, 9795, 2.770677,0.123594,0.943912
MEGF10, 7928, 2.768689,0.123806,0.361995
ST8SIA5, 5459, 2.766366,0.124100,0.744421
MAPK4, 2185, 2.760661,0.125195,0.912076
IFIT1, 1342, 2.758213,0.125577,0.984912
GABRG2, 1004, 2.757551,0.125577,0.332496
STARD4, 8788, 2.753549,0.126178,0.621704
NEURL3, 8328, 2.753186,0.126178,0.907187
KCNQ5, 6545, 2.737901,0.129978,0.265948
DENND5A, 4792, 2.734011,0.130752,0.640649
RASSF5, 7721, 2.733884,0.130752,0.931828
LRRC75B, 9787, 2.732100,0.130886,0.535389
RBP1, 2359, 2.731448,0.130886,0.903592
OVOL2, 6904, 2.729807,0.131016,0.283276
SUSD5, 5139, 2.727818,0.131274,0.732936
MYBL1, 1737, 2.726478,0.131274,0.118376
MAPK8, 2187, 2.726449,0.131274,0.907187
